2018-05-149 15:05:23 INFO  BankAppDriver:45 - usernameM: jack
2018-05-149 15:05:883 INFO  BankAppDriver:171 - End Withdraw() 

2018-05-149 15:05:883 INFO  BankAppDriver:133 - After withdraw: -> Username: jack
2018-05-149 15:05:883 INFO  BankAppDriver:176 - Begin Transfer(): 
2018-05-149 15:05:883 INFO  BankAppDriver:184 - Transfer Amount: 2.00
2018-05-149 15:05:883 INFO  BankAppDriver:188 - Transfer Into Account From Joint Account.
2018-05-149 15:05:898 INFO  BankAppDriver:132 - Begin Withdraw(): 
2018-05-149 15:05:898 INFO  BankAppDriver:134 - Username: null
2018-05-149 15:05:898 INFO  BankAppDriver:137 - Withdraw Amount: 2.00
2018-05-149 15:05:974 INFO  BankAppDriver:171 - End Withdraw() 

2018-05-149 15:05:974 INFO  BankAppDriver:89 - Begin Deposit(): 
2018-05-149 15:05:974 INFO  BankAppDriver:93 - Deposit Amount: 2.00
2018-05-149 15:05:974 INFO  BankAppDriver:103 - Before Depositing, Balance = 16.00
2018-05-149 15:05:974 INFO  BankAppDriver:109 - After Depositing, Balance = 18.00
2018-05-149 15:05:974 INFO  BankAppDriver:23 - Begin Serialization - WriteAccount(): 
2018-05-149 15:05:990 INFO  BankAppDriver:32 - Serialized data will be written in bankcust/account/accjack.ser
2018-05-149 15:05:990 INFO  BankAppDriver:40 - Check Variable of Type Double Written To .ser File - balance
2018-05-149 15:05:990 INFO  BankAppDriver:41 - balance: 18.00
2018-05-149 15:05:990 INFO  BankAppDriver:46 - End Serialization - WriteAccount() 

2018-05-149 15:05:990 INFO  BankAppDriver:128 - End Deposit() 

2018-05-149 15:05:06 INFO  BankAppDriver:200 - End Transfer() 

2018-05-149 15:05:06 INFO  BankAppDriver:58 - Begin Deserialization - View Balance(): 
2018-05-149 15:05:06 INFO  BankAppDriver:60 - Account reference is set to null. a = (custAcc = null) 
2018-05-149 15:05:06 INFO  BankAppDriver:69 - Check Variable of Type Double Read From .ser File - balance
2018-05-149 15:05:37 INFO  BankAppDriver:70 - balance: 18.00
2018-05-149 15:05:37 INFO  BankAppDriver:85 - End Deserialization - View Balance() 

